Category,Dictonary_Name,Parameter,Name,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Oxidation Inputs,Ox,ox_col,Oxidation rate with collection,20,%,,,,,,,,
Oxidation Inputs,Ox,ox_fincov,Oxidation rate after final cover,35,%,,,,,,,,
LFG combustion,LFG_Comb,convEff,combustion eff,0.365,None,,,,,,,,
Leachate,Leachate,dis_POTW,Distance to POTW,40,km,,,,,,,,
Leachate,Leachate,pay_leach,Actual payload of trucks delivering leachate,35,Mg,,,,,,,,
Leachate,Leachate,er_leach,Empty return of trucks delivering leachate,1,None,,,,,,,,
Leachate,Leachate,LF_lcht_p,Collection efficiency of leachate,0.998,fraction,,,,,,,,
Leachate,Leachate,LF_time1,time after waste placement that recirculation or treatment begins,0,years,,,,,,,,
Leachate,Leachate,LF_time3,time after waste placement that leachate collection stops,80,years,,,,,,,,
Leachate,Leachate,LF_eff_BOD,BOD REMOVAL EFFICIENCY,92.1,%,,,,,,,,
Leachate,Leachate,LF_eff_COD,COD REMOVAL EFFICIENCY,80,%,,,,,,,,
Leachate,Leachate,LF_eff_NH3,NH3 REMOVAL EFFICIENCY,21.6,%,,,,,,,,
Leachate,Leachate,LF_eff_PO4,PO4 REMOVAL EFFICIENCY,21.6,%,,,,,,,,
Leachate,Leachate,LF_eff_TSS,TSS REMOVAL EFFICIENCY,96,%,,,,,,,,
Leachate,Leachate,LF_eff_mtls,metals REMOVAL EFFICIENCY,85,%,,,,,,,,
Leachate,Leachate,LF_eff_orgncs,trace organics REMOVAL EFFICIENCY,0,%,,,,,,,,
BOD,BOD,LF_BOD2,year period 1 ends,1.5,years,,,,,,,,
BOD,BOD,LF_BOD4,year period 2 ends,10,years,,,,,,,,
BOD,BOD,LF_BOD6,year period 3 ends,50,years,,,,,,,,
BOD,BOD,LF_BOD_con1,BOD starting concentration at period 1,0.099929007,kg/L,,,,,,,,
BOD,BOD,LF_BOD_con3,BOD starting concentration at period 2,0.099929007,kg/L,,,,,,,,
BOD,BOD,LF_BOD_con5,BOD starting concentration at period 3,0.009992901,kg/L,,,,,,,,
BOD,BOD,LF_BOD_con2,BOD finish period 1,0.099929007,kg/L,,,,,,,,
BOD,BOD,LF_BOD_con4,BOD finish period 2,0.009992901,kg/L,,,,,,,,
BOD,BOD,LF_BOD_con6,BOD finish period 3,0,kg/L,,,,,,,,
BOD,BOD,LF_lcht_ec,electric energy consumption,1.00107,kWh / kg BOD removed,,,,,,,,
BOD,BOD,LF_sldg_per_BOD,sludge generated per BOD removed,0.5,kg sludge / kg BOD,,,,,,,,
BOD,BOD,LF_CO2_per_BOD,Mass CO2 (biomass) generated per mass BOD removed,3.6,kg CO2 / kg BOD ,,,,,,,,
COD,COD,LF_COD2,Finish period 1,1.5,years,,,,,,,,
COD,COD,LF_COD4,Finish period 2,10,years,,,,,,,,
COD,COD,LF_COD6,Finish period 3,50,years,,,,,,,,
COD,COD,LF_COD_con1,COD start period 1,0.012497117,kg/L,,,,,,,,
COD,COD,LF_COD_con3,COD start period 2,0.012497117,kg/L,,,,,,,,
COD,COD,LF_COD_con5,COD start period 3,0.000999769,kg/L,,,,,,,,
COD,COD,LF_COD_con7,COD start period 4,1.00E-04,kg/L,,,,,,,,
COD,COD,LF_COD_con2,COD finish period 1,0.012497117,kg/L,,,,,,,,
COD,COD,LF_COD_con4,COD finish period 2,0.003332165,kg/L,,,,,,,,
COD,COD,LF_COD_con6,COD finish period 3,1.00E-04,kg/L,,,,,,,,
LEACHATE PUMPING,lcht_pump,leachAirPerLeach,Volume of free air required per volume of leachate pumped,6,STD L air/L leachate,,,,,,,,
LEACHATE PUMPING,lcht_pump,leachCompPowReq,Compressor power requirements,4,cfm/hp,,,,,,,,
LEACHATE PUMPING,lcht_pump,leachCompLoad,Compressor load percent,75,%,,,,,,,,
LEACHATE PUMPING,lcht_pump,leachEff,Compressor motor efficiency,90,%,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_msw,Compacted waste ,890,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_soil,Soil and clay,1840,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_HPDE,HDPE ,954,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_revgen,Revenue generating cover,1840,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_fuel,Diesel fuel ,0.84,kg/L,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_gtx,Geotextiles,94.5,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_sand,Sand,1560,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_PVC,PVC,1350,kg /m3,,,,,,,,
WASTE AND MATERIAL DENSITY,density,LF_d_crt,Concrete,2370,kg /m3,,,,,,,,
Daily cover,Daily_cover,LF_p_HDPE1,Percent HDPE,15,%,,,,,,,,
Daily cover,Daily_cover,LF_p_revgen,Percent revenue generating cover,15,%,,,,,,,,
Daily cover,Daily_cover,LF_p_ncvr,Percent no daily cover,0,%,,,,,,,,
Daily cover,Daily_cover,LF_p_cvr1,Percent volume used by daily cover,10,%,,,,,,,,
Daily cover,Daily_cover,LF_t_HDPE,HDPE thickness ,0.38,mm,,,,,,,,
Daily cover,Daily_cover,LF_a_HDPE,Area of HDPE ,1000,m2/ha,,,,,,,,
Daily cover,Daily_cover,LF_fuel1,Total fuel use at a site with daily cover,1.1679,L/Mg,,,,,,,,
Daily cover,Daily_cover,LF_fuel2,Fuel use at a site with no daily cover,0.7925,L/Mg,,,,,,,,
Daily cover,Daily_cover,LF_hd1,HAUL DISTANCE_Fuel,80,km,,,,,,,,
Daily cover,Daily_cover,LF_hd2,HAUL DISTANCE_Soil ,16,km,,,,,,,,
Daily cover,Daily_cover,LF_hd3,HAUL DISTANCE_HDPE ,400,km,,,,,,,,
Daily cover,Daily_cover,LF_er1,EMPTY RETURN_fuel,1,None,,,,,,,,
Daily cover,Daily_cover,LF_er2,EMPTY RETURN_soil ,1,None,,,,,,,,
Daily cover,Daily_cover,LF_er3,EMPTY RETURN_HDPE ,1,None,,,,,,,,
Daily cover,Daily_cover,actpay_fuel,Actual payload of heavy duty fuel trucks,35,Mg,,,,,,,,
Daily cover,Daily_cover,actpay_hdpe,Actual payload of heavy duty trucks hauling HDPE,35,Mg,,,,,,,,
Daily cover,Daily_cover,actpay_soil,Actual payload of medium duty trucks hauling soil,24,Mg,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_soil,Thickness of soil layer,0.15,m,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_gtx,Thickness of geotextile layer,1.5,mm,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_sand1,Thickness of first sand layer,0.3,m,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_HDPE2,Thickness of HDPE layer,1.5,mm,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_clay,Thickness of clay layer,0.6,m,,,,,,,,
Final cover _ Closure,Final_cover,LF_t_sand2,Thickness of second sand layer,0,m,,,,,,,,
Final cover _ Closure,Final_cover,LF_fuel8,FUEL USE DURING CLOSURE,0.06673712,L / Mg MSW,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd5,Clay and soil,8,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd6,Sand,32,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd7,Geotextiles,400,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd8,HDPE (Final Cover),400,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd9,HDPE (Non Final Cover),400,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd10,Fuel,80,km,,,,,,,,
Final cover _ Closure,Final_cover,LF_hd11,PVC,400,km,,,,,,,,
Final cover _ Closure,Final_cover,Heavy_er,Heavy duty truck empty return,1,None,,,,,,,,
Final cover _ Closure,Final_cover,Medium_er,Medium truck empty return,1,None,,,,,,,,
Final cover _ Closure,Final_cover,actpay_heavy,Heavy duty truck actual load,35,Mg,,,,,,,,
Final cover _ Closure,Final_cover,actpay_medium,Medium duty truck actual load,24,Mg,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_d_wells,Density of gas collection wells,2.5,wells/ha,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_d_HDPE,Linear density of HDPE pipe,4.7,kg/m,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_d_PVC,Linear density of PVC pipe,3,kg/m,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_l_wells,Average length of vertical wells,13,m,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_l_HDPE,Length of additional HDPE connection,30,m,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_HDPE,Amount HDPE,0.008,kg / Mg MSW,,,,,,,,
Gas Collection Pipe system,Gas_Coll_pipe,LF_gc_PVC,Amount PVC,0.00405,kg / Mg MSW,,,,,,,,
Post closure,post_closure,LF_n_pc,Post closure period,30,years,,,,,,,,
Post closure,post_closure,LF_p_cvr,Percent of final cover replaced,10,%,,,,,,,,
Post closure,post_closure,LF_fuel_12,Amount of fuel used per year for inspection,1.67E-05,L / year - Mg MSW,,,,,,,,
Post closure,post_closure,LF_fuel_13,Amount of fuel used per year for mowing,3.84E-06,L / year - Mg MSW,,,,,,,,
Post closure,post_closure,Heavy_er,Heavy duty truck empty return,1,None,,,,,,,,
Post closure,post_closure,Medium_er,Medium truck empty return,1,None,,,,,,,,
Post closure,post_closure,actpay_heavy,Heavy duty truck actual load,35,Mg,,,,,,,,
Post closure,post_closure,actpay_medium,Medium duty truck actual load,24,Mg,,,,,,,,
LF,LF,LF_Rlw,Landfill length/width ratio,1,,,,,,,,,The default value is chosen based on engineering judgment to minimize land requirements.
LF,LF,LF_Lb,Buffer zone,90,m,,,,,,,"RCRA Subtitle D, 40 CFR Part 258.  Environmental Protection Agency, October 9, 1991",This default value is chosen based on federal regulations. 
LF,LF,LF_f3,Fraction of buffer zone cleared/landscaped,0.05,fraction,,,,,,,,
LF,LF,LF_H_a,Height of waste above grade,9,m,,,,,,,,
LF,LF,LF_Rda,Slope of above grade region (rise over run),0.33,,,,,,,,,
LF,LF,LF_Rdb,Slope of below grade region (rise over run),0.33,,,,,,,,,
LF,LF,LF_Lor,Off site road upgrade for heavy vehicles,1.6,km,,,,,,,,
LF,LF,LF_Lsr,On site roads,180,m,,,,,,,,
LF,LF,LF_De,Excavation depth,9,m,,,,,,,,
LF,LF,LF_f1,Fraction of below grade volume required to be excavated,1,fraction,,,,,,,,
LF,LF,LF_f2,Fraction of excavated volume considered difficult to excavate,0.1,fraction,,,,,,,,
LF,LF,LF_f10,"Fraction of excavation usable for liner, top soil & vegetative cover, berms, final cover, and daily cover",0.9,fraction,,,,,,,,
LF,LF,LF_Hbm,Height above site grade,3,m,,,,,,,,
LF,LF,LF_Rb,Grade of sides (rise over run),0.33,unitless,,,,,,,,
LF,LF,LF_Wbu,Width at top,4,m,,,,,,,,
LF,LF,LF_z4,"Liner? (Yes = 1, No = 0)",1,0/1,,,,,,,"RCRA Subtitle D, 40 CFR Part 258.  Environmental Protection Agency, October
9, 1991.
",The default value is chosen consistent with the requirements of a Subtitle D landfill.
LF,LF,LF_f4,Fraction of clay additive to achieve minimum permeability,0.04,fraction,,,,,,,"G. N. Richardson & Associates, Inc., interviews with Mr. Greg N. Richardson","Fraction of soil additive to mix with native or purchased soil to achieve required permeability.  
This value is site specific and dependent on the permeability of native soils. "
LF,LF,LF_Dspl,Depth of soil in primary liner,0.6,m,,,,,,," RCRA Subtitle D, 40 CFR Part 258.  Environmental Protection Agency, October 9, 1991.",The default value is chosen as the minimum requirement specified in federal regulations. 
LF,LF,LF_z6,"Single Composite = 0, Double Composite  = 1",0,0/1,,,,,,,,
LF,LF,LF_Dssl,depth of secondary liner,0.9,unitless,,,,,,,,
LF,LF,LF_scf,Soil compaction factor,0.9,unitless,,,,,,,,
LF,LF,LF_L4,influence distance between trenches,30,m,,,,,,,,
LF,LF,LF_Dslc,Depth of sand/gravel in trenches,0.3,m,,,,,,,,
LF,LF,LF_Dsl,Depth of soil protecting leachate collection system,0.6,m,,,,,,,,
LF,LF,LF_Lw,Distance between groundwater monitor wells,150,m,,,,,,,,
LF,LF,LF_z1,"Sewage  (Septic System = 1, Public Sewer = 0)",0,0/1,,,,,,,,
LF,LF,LF_z2,"Water supply  (Onsite Wellwater = 1, Public Water = 0)",0,0/1,,,,,,,,
LF,LF,LF_z3,"Gas utility  (Yes = 1, No = 0)",0,0/1,,,,,,,,
LF,LF,LF_Ls,Length of sanitary sewer piping run,1600,m,,,,,,,,
LF,LF,LF_Lwd,Depth of potable water well,15,m,,,,,,,,
LF,LF,LF_Ns,Number of weighing scales,1,,,,,,,,,
LF,LF,LF_Ny,Life of facility,20,years,,,,,,,,
LF,LF,LF_Nr,Number of cells,20,,,,,,,,,
LF,LF,LF_I,Annual interest rate,5,,,,,,,,,
LF,LF,LF_f5,Engineering rate (capital),0.2,,,,,,,,,
LF,LF,LF_f6,Engineering rate (operations),0.2,,,,,,,,,
LF,LF,LF_Mwl,Expected mass flow,2000,Mg/day,,,,,,,,
LF,LF,annOpDays,Annual operating days,287,days/year,,,,,,,,
LF,LF,Num_labor,Minimum number of laborers,7,person,,,,,,,,
LF,LF,D_per_w,Days worked per week,6,days/week,,,,,,,,
LF,LF,Hr_per_d,Hours worked per day,8,hrs/day,,,,,,,,
LF,LF,W_per_yr,Weeks worked per year,52,weeks/yr,,,,,,,,
LF,LF,wage_hr,Laborer wage per hour,15,$/hr,,,,,,,,
LF,LF,LF_Mwm,Maximum daily waste handled by minimum labor costs,730,Mg/day,,,,,,,,
LF,LF,LF_c44,Incremental labor cost per TPD above maximum,360,$/year-MgPD,,,,,,,,
LF,LF,LF_f9,Utilities rate (as fraction of labor costs),0.011,fraction,,,,,,,,
LF,LF,LF_f7,Overhead costs (overhead costs $ / wage $),0.65,,,,,,,,,
LF,LF,LF_c45,equipment and maintenance cost ,680,$/year -MgPD,,,,,,,,
LF,LF,LF_c47,Leachate treatment/disposal,0.024,$/liter,,,,,,,,
LF,LF,LF_c46,Groundwater monitoring,4250,$/well-year,,,,,,,,
LF,LF,LF_c48,post-closure care,720000,$/year,,,,,,,,
LF,LF,LF_c1,Land costs,11000,$/acre,,,,,,,,
LF,LF,LF_c2,Land clearing,9300,$/acre,,,,,,,,
LF,LF,LF_c25,Low level landscaping,7400,$/acre,,,,,,,,
LF,LF,LF_c26,High level landscaping,6000,$,,,,,,,,
LF,LF,LF_c3,Standard excavation,3.925,$/m3,,,,,,,,
LF,LF,LF_c4,"Difficult excavation (i.e., muck, clay, etc.)",7.03,$/m3,,,,,,,,
LF,LF,LF_c8,On-site earth hauling,1.3009764,$/m3-km,,,,,,,,
LF,LF,LF_c49,Off-site earth hauling,0.2,$/m3-km,,,,,,,,
LF,LF,LF_Lsd,Distance for disposal of excess soil,1.609,km,,,,,,,,
LF,LF,LF_c6,Berms,4.76,$/m3,,,,,,,,
LF,LF,LF_c32,Mixing and compacting soil for liners,8.57,$/m3,,,,,,,,
LF,LF,LF_c7,Soil for berm,4.58,$/m3,,,,,,,,
LF,LF,LF_c29,Clay for final cover or liner,13.52,$/m3,,,,,,,,
LF,LF,LF_c30,Clay additive for liner permeability,39.24,$/m3,,,,,,,,
LF,LF,LF_c31,Sand,20.93,$/m3,,,,,,,,
LF,LF,LF_c33,Gravel,25.72,$/m3,,,,,,,,
LF,LF,LF_c55,Geotextile for final cover - cost of procurement,2.42,$/m2,,,,,,,,
LF,LF,LF_c57,Geotextile for final cover - cost of installation,2.04,$/m2,,,,,,,,
LF,LF,LF_c56,HDPE for final cover - cost of procurement and installation,5.7,$/m2,,,,,,,,
LF,LF,LF_c51,Daily cover - on site soil,4.58,$/m3,,,,,,,,
LF,LF,LF_c52,Daily cover - HDPE,2.69,$/m2,,,,,,,,
LF,LF,LF_c53,Daily cover - revenue generating cover,-1.31,$/m3,,,,,,,,
LF,LF,LF_c42,Daily cover - off site soil,0,$/yd3,,,,,,,,
LF,LF,LF_c54,Unit cost of concrete,160,$/m3,,,,,,,,
LF,LF,LF_c27,Flexible membrane liner (includes installation),7.53,$/m2,,,,,,,,
LF,LF,LF_c34,"Leachate pump(s), piping and electrical",31700,$,,,,,,,,
LF,LF,piping,Leachate collection stone & Piping,45200,$/ha,,,,,,,,
LF,LF,trans_pipe,Leachate transmission pipe and appurtenances,72.18,$/m,,,,,,,,
LF,LF,LF_c35,Leachate storage tank,0.57,$,,,,,,,,
LF,LF,LF_c22,New road construction (heavy vehicle),300,$/m,,,,,,,,
LF,LF,LF_c23,Existing road upgrade (heavy vehicle),150,$/m,,,,,,,,
LF,LF,LF_c9,Maintenance building,215,$/m2,,,,,,,,
LF,LF,LF_bldreq,Building area required per waste throughput,2,m2/MgPD,,,,,,,,
LF,LF,LF_c10,Gatehouse/personnel facility,183000,$,,,,,,,,
LF,LF,LF_c13,Electrical connection,25000,$,,,,,,,,
LF,LF,LF_c14,Sanitary sewer connection and piping,32.81,$/m,,,,,,,,
LF,LF,LF_c15,Septic system,8000,$,,,,,,,,
LF,LF,LF_c16,Public water connection,20000,$,,,,,,,,
LF,LF,LF_c24,Well drilling and installation,157,$/m,,,,,,,,
LF,LF,LF_c17,Well water connection,50000,$,,,,,,,,
LF,LF,LF_c18,Gas connection,15000,$,,,,,,,,
LF,LF,LF_c5,Industrial fencing,64,$/m,,,,,,,,
LF,LF,LF_c12,industrial truck scale (50 ton capacity),105000,$,,,,,,,,
LF,LF,LF_c11,public convenience transfer structure,0,$,,,,,,,,
LF,LF,LF_c36,PVC piping,166,$/m,,,,,,,,
LF,LF,LF_c36b,Multiplier for installation of PVC pipe for gas wells,1,unitless,,,,,,,,
LF,LF,LF_c41,Site pre-operational studies and activities,100000,$,,,,,,,,
LF,LF,LF_c50,Cell one pre-operational studies and activities,50000,$,,,,,,,,
LF,LF,LF_d_lcht,density of leachate,1,kg/L,,,,,,,,
LF,LF,dies_soil,Soil excavation diesel use,1.8,L/Mg,,,,,,,,
LF,LF,dies_sand,Sand excavation diesel use,1.4,L/Mg,,,,,,,,
LF,LF,offArea,Office area,56,m2,,,,,,,,
LF,LF,offElecReq,Office area electricity use,256,kWh/m2-yr,,,,,,,,
LF,LF,storElecReq,Equipment storage and maintence electricity use,82,kWh/m2-yr,,,,,,,,
Operational_Cost,Operational_Cost,Yard_Trimmings_Leaves,Operation cost of Yard_Trimmings_Leaves,16.49,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Yard_Trimmings_Grass,Operation cost of Yard_Trimmings_Grass,16.03,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Yard_Trimmings_Branches,Operation cost of Yard_Trimmings_Branches,18.32,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Food_Waste_Vegetable,Operation cost of Food_Waste_Vegetable,20.39,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Food_Waste_Non_Vegetable,Operation cost of Food_Waste_Non_Vegetable,26.83,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Wood,Operation cost of Wood,14.02,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Wood_Other,Operation cost of Wood_Other,13.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Textiles,Operation cost of Textiles,20.05,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Rubber_Leather,Operation cost of Rubber_Leather,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Newsprint,Operation cost of Newsprint,18.62,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Corr_Cardboard,Operation cost of Corr_Cardboard,27.23,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Office_Paper,Operation cost of Office_Paper,34.04,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Magazines,Operation cost of Magazines,19.89,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,third_Class_Mail,Operation cost of third_Class_Mail,19.58,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Folding_Containers,Operation cost of Folding_Containers,23.8,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Paper_Bags,Operation cost of Paper_Bags,26.04,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Mixed_Paper,Operation cost of Mixed_Paper,23.83,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Paper_Non_recyclable,Operation cost of Paper_Non_recyclable,22.72,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,HDPE_Translucent_Containers,Operation cost of HDPE_Translucent_Containers,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,HDPE_Pigmented_Containers,Operation cost of HDPE_Pigmented_Containers,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,PET_Containers,Operation cost of PET_Containers,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Plastic_Other_1_Polypropylene,Operation cost of Plastic_Other_1_Polypropylene,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Plastic_Other_2,Operation cost of Plastic_Other_2,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Mixed_Plastic,Operation cost of Mixed_Plastic,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Plastic_Film,Operation cost of Plastic_Film,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Plastic_Non_Recyclable,Operation cost of Plastic_Non_Recyclable,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Ferrous_Cans,Operation cost of Ferrous_Cans,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Ferrous_Metal_Other,Operation cost of Ferrous_Metal_Other,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Cans,Operation cost of Aluminum_Cans,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Foil,Operation cost of Aluminum_Foil,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Other,Operation cost of Aluminum_Other,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Ferrous_Non_recyclable,Operation cost of Ferrous_Non_recyclable,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Al_Non_recyclable,Operation cost of Al_Non_recyclable,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Brown,Operation cost of Glass_Brown,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Green,Operation cost of Glass_Green,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Clear,Operation cost of Glass_Clear,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Mixed_Glass,Operation cost of Mixed_Glass,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Non_recyclable,Operation cost of Glass_Non_recyclable,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Misc_Organic,Operation cost of Misc_Organic,23.68,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Misc_Inorganic,Operation cost of Misc_Inorganic,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,E_waste,Operation cost of E_waste,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aerobic_Residual,Operation cost of Aerobic_Residual,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Anaerobic_Residual,Operation cost of Anaerobic_Residual,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Bottom_Ash,Operation cost of Bottom_Ash,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Fly_Ash,Operation cost of Fly_Ash,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Diapers_and_sanitary_products,Operation cost of Diapers_and_sanitary_products,32.39,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_47,Operation cost of Waste_Fraction_47,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_48,Operation cost of Waste_Fraction_48,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_49,Operation cost of Waste_Fraction_49,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_50,Operation cost of Waste_Fraction_50,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_51,Operation cost of Waste_Fraction_51,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_52,Operation cost of Waste_Fraction_52,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_53,Operation cost of Waste_Fraction_53,12.95,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_54,Operation cost of Waste_Fraction_54,12.95,$/Mg,,,,,,,,
