Category,Dictonary_Name,Parameter,Name,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Operational_Cost,Operational_Cost,Ferrous_Cans,Operation cost of Ferrous_Cans,21.57179657,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Ferrous_Metal_Other,Operation cost of Ferrous_Metal_Other,21.57179657,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Cans,Operation cost of Aluminum_Cans,21.56065399,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Foil,Operation cost of Aluminum_Foil,21.78455056,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aluminum_Other,Operation cost of Aluminum_Other,21.58472014,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Ferrous_Non_recyclable,Operation cost of Ferrous_Non_recyclable,21.57179657,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Al_Non_recyclable,Operation cost of Al_Non_recyclable,21.58472014,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Brown,Operation cost of Glass_Brown,21.55318755,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Green,Operation cost of Glass_Green,21.54953424,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Clear,Operation cost of Glass_Clear,21.56905659,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Mixed_Glass,Operation cost of Mixed_Glass,21.56183561,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Glass_Non_recyclable,Operation cost of Glass_Non_recyclable,21.56532638,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Misc_Organic,Operation cost of Misc_Organic,20.06911015,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Misc_Inorganic,Operation cost of Misc_Inorganic,10.70432299,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,E_waste,Operation cost of E_waste,21.54170247,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Aerobic_Residual,Operation cost of Aerobic_Residual,11.98109182,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Anaerobic_Residual,Operation cost of Anaerobic_Residual,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Bottom_Ash,Operation cost of Bottom_Ash,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Fly_Ash,Operation cost of Fly_Ash,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Diapers_and_sanitary_products,Operation cost of Diapers_and_sanitary_products,11.27429112,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_47,Operation cost of Waste_Fraction_47,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_48,Operation cost of Waste_Fraction_48,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_49,Operation cost of Waste_Fraction_49,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_50,Operation cost of Waste_Fraction_50,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_51,Operation cost of Waste_Fraction_51,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_52,Operation cost of Waste_Fraction_52,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_53,Operation cost of Waste_Fraction_53,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_54,Operation cost of Waste_Fraction_54,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_55,Operation cost of Waste_Fraction_55,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_56,Operation cost of Waste_Fraction_56,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_57,Operation cost of Waste_Fraction_57,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_58,Operation cost of Waste_Fraction_58,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_59,Operation cost of Waste_Fraction_59,4.117007374,$/Mg,,,,,,,,
Operational_Cost,Operational_Cost,Waste_Fraction_60,Operation cost of Waste_Fraction_60,4.117007374,$/Mg,,,,,,,,
